locationid,applicant,facility,cnn,descriptio,address,block_lot,block,lot,permit,status,food_items,x,y,latitude,longitude,schedule,days_hours,approved,received,priorpermi,exp_date,location
775369,Lobsta Truck,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,16MFF-0083,APPROVED,Lobster rolls: crab rolls: clam chowder: lobster bisque: chips: lemonade: drinks,6012851.27,2115274.827,37.78886472,-122.3993594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0083&ExportPDF=1&Filename=16MFF-0083_schedule.pdf,Tu/Th:10AM-3PM,3/31/2016 0:00:00,3/29/2016,0,3/15/2017 0:00:00,"(37.788864715343, -122.399359351363)"
775368,Lobsta Truck,Truck,10454000,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,262020,262,20,16MFF-0083,APPROVED,Lobster rolls: crab rolls: clam chowder: lobster bisque: chips: lemonade: drinks,6012991.558,2116647.189,37.79264072,-122.3989703,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0083&ExportPDF=1&Filename=16MFF-0083_schedule.pdf,Mo/We/Fr:10AM-3PM,3/31/2016 0:00:00,3/29/2016,0,3/15/2017 0:00:00,"(37.7926407167337, -122.398970332111)"
772928,Steve's Mobile Deli,Truck,113000,01ST ST: LANSING ST to HARRISON ST \ I-80 E ON RAMP (362 - 399),390 01ST ST,3749058,3749,58,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6014531.475,2114230.765,37.78609146,-122.3934729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:6AM-7AM/11AM-12PM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7860914634251, -122.3934729318)"
772927,Steve's Mobile Deli,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),480 HOWARD ST,3725 103,3725,103,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6010621.259,2112197.958,37.78029182,-122.406858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:11AM-12PM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7802918205913, -122.406857977965)"
772926,Steve's Mobile Deli,Truck,13570000,WELSH ST: ZOE ST to 04TH ST (1 - 99),48 WELSH ST,3776043,3776,43,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6013456.111,2111943.313,37.77975084,-122.397033,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:11AM-12PM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.779750838619, -122.397032985161)"
772925,Steve's Mobile Deli,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:9AM-11AM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7685432890242, -122.408492892439)"
772923,Steve's Mobile Deli,Truck,13036000,UTAH ST: ALAMEDA ST to 15TH ST (100 - 199),101 UTAH ST,3918009,3918,9,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6010687.388,2107677.16,37.76788245,-122.4063106,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:9AM-10AM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7678824549751, -122.406310586005)"
772922,Steve's Mobile Deli,Truck,258000,04TH ST: CLARA ST to HARRISON ST \ I-80 W ON RAMP (368 - 427),390 04TH ST,3752011A,3752,011A,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6012592.22,2112350.039,37.78081949,-122.4000502,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:9AM-10AM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7808194869995, -122.400050152139)"
772921,Steve's Mobile Deli,Truck,12471000,TEHAMA ST: 01ST ST to MALDEN ALY (1 - 90),90 TEHAMA ST,3736094,3736,94,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6013381.047,2114491.944,37.78674461,-122.3974715,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:9AM-10AM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7867446133897, -122.397471456326)"
772920,Steve's Mobile Deli,Truck,6714000,HARRISON ST: 02ND ST to VASSAR PL (600 - 622),600 HARRISON ST,3750073,3750,73,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6013811.922,2113531.578,37.78413165,-122.3959134,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:9AM-10AM/10AM-11AM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7841316511211, -122.39591339799)"
772919,Steve's Mobile Deli,Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),525 HOWARD ST,3736114,3736,114,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6013720.948,2114874.56,37.78781411,-122.3963223,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:8AM-9AM/11AM-12PM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7878141077683, -122.396322298302)"
772918,Steve's Mobile Deli,Truck,12547201,THE EMBARCADERO: KING ST \ TOWNSEND ST to BRANNAN ST (2 - 28) -- EAST --,26 THE EMBARCADERO,3714002,3714,2,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6014481.146,2117181.855,37.79419168,-122.3938537,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:7AM-8AM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7941916764752, -122.393853704254)"
772917,Steve's Mobile Deli,Truck,2994000,BLUXOME ST: 05TH ST to 06TH ST (100 - 199),175 BLUXOME ST,3785030,3785,30,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6012681.987,2110002.589,37.77437893,-122.3995747,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:7AM-8AM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7743789308184, -122.399574742126)"
772916,Steve's Mobile Deli,Truck,12160001,STEUART ST: HOWARD ST to END (200 - 299),275 STEUART ST,3742008,3742,8,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6015483.32,2116134.215,37.79137074,-122.3903128,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:7AM-8AM/9AM-10AM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7913707416848, -122.390312812107)"
772915,Steve's Mobile Deli,Truck,148000,02ND ST: TOWNSEND ST to KING ST (700 - 799),750 02ND ST,3794002A,3794,002A,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6015411.83,2111996.555,37.7800057,-122.390271,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7800057026855, -122.390270961311)"
772914,Steve's Mobile Deli,Truck,11089000,RIZAL ST: TANDANG SORA to LAPU-LAPU ST (11 - 51),50 RIZAL ST,3751169,3751,169,16MFF-0082,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6012738.056,2112794.897,37.78204909,-122.3995769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0082&ExportPDF=1&Filename=16MFF-0082_schedule.pdf,Mo-Fr:6AM-7AM/11AM-12PM,3/25/2016 0:00:00,3/25/2016,1,3/15/2017 0:00:00,"(37.7820490943809, -122.399576873623)"
770572,Kara's Cupcakes,Truck,9089000,MISSION ST: ECKER ST to SHAW ALY (521 - 548),531 MISSION ST,3721 122,3721,122,16MFF-0081,APPROVED,Cupcakes,6013212.408,2115266.037,37.7888607,-122.3981092,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0081&ExportPDF=1&Filename=16MFF-0081_schedule.pdf,Tu/Th:11AM-12PM;Mo/We/Fr:1PM-2PM,3/24/2016 0:00:00,3/24/2016,0,3/15/2017 0:00:00,"(37.7888607015573, -122.398109238807)"
770571,Kara's Cupcakes,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,16MFF-0081,APPROVED,Cupcakes,6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0081&ExportPDF=1&Filename=16MFF-0081_schedule.pdf,Mo/We/Fr:11AM-12PM;Tu/Th:12PM-1PM;Mo-Fr:2PM-3PM/4PM-5PM,3/24/2016 0:00:00,3/24/2016,0,3/15/2017 0:00:00,"(37.7891192076677, -122.395881039335)"
770570,Kara's Cupcakes,Truck,3525000,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),100 CALIFORNIA ST,236017,236,17,16MFF-0081,APPROVED,Cupcakes,6013263.641,2117118.161,37.79394905,-122.398062,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0081&ExportPDF=1&Filename=16MFF-0081_schedule.pdf,Mo-Fr:10AM-11AM;Mo/We/Fr:12PM-1PM;Tu/Th:1PM-2PM;Mo/We/Fr:3PM-4PM,3/24/2016 0:00:00,3/24/2016,0,3/15/2017 0:00:00,"(37.7939490523224, -122.398061963646)"
770569,Kara's Cupcakes,Truck,7832201,KING ST: 02ND ST to 03RD ST (100 - 198) -- NORTH --,118 KING ST,3794010,3794,10,16MFF-0081,APPROVED,Cupcakes,6015306.857,2111936.992,37.77983633,-122.3906299,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0081&ExportPDF=1&Filename=16MFF-0081_schedule.pdf,Tu/Th/Sa:3PM-4PM;Mo/Tu/We/Th/Fr:5PM-6PM,3/24/2016 0:00:00,3/24/2016,0,3/15/2017 0:00:00,"(37.7798363328837, -122.390629949741)"
770163,Alfaro's Truck,Truck,13057001,VALENCIA ST: 14TH ST to ROSA PARKS LN (300 - 337),306 VALENCIA ST,3546001,3546,1,16MFF-0080,APPROVED,Burritos: Tacos: Tortas: Quesadillas & Various Drinks.,6006013.135,2107762.89,37.76785527,-122.4224844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0080&ExportPDF=1&Filename=16MFF-0080_schedule.pdf,Th/Fr/Sa:2PM-10PM,3/24/2016 0:00:00,3/24/2016,0,3/15/2017 0:00:00,"(37.7678552693543, -122.422484404162)"
769977,SF Cart Project,Truck,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),535 MISSION BAY BLVD SOUTH,8711007,8711,7,16MFF-0079,APPROVED,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,6014983.883,2108042.285,37.76912441,-122.3914749,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0079&ExportPDF=1&Filename=16MFF-0079_schedule.pdf,Mo-Fr:10AM-3PM,3/23/2016 0:00:00,3/23/2016,0,3/15/2017 0:00:00,"(37.7691244121681, -122.391474911246)"
768371,Curbside Coffee,Push Cart,12046000,SPEAR ST: HOWARD ST to FOLSOM ST (200 - 299),124 FOLSOM ST,3740031,3740,31,16MFF-0078,APPROVED,Coffee: Espresso Drinks: Pastries: Water: Soda: Tea: Pre-Packaged Foods,6015161.814,2115668.726,37.79007478,-122.3913927,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0078&ExportPDF=1&Filename=16MFF-0078_schedule.pdf,Mo-Su:6AM-2PM,3/22/2016 0:00:00,3/22/2016,1,3/15/2017 0:00:00,"(37.7900747773418, -122.391392669926)"
767268,Munch India,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,239003,239,3,16MFF-0077,APPROVED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,6012277.508,2116903.356,37.79330428,-122.401459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0077&ExportPDF=1&Filename=16MFF-0077_schedule.pdf,Mo/Fr:9AM-3PM,3/31/2016 0:00:00,3/18/2016,0,3/15/2017 0:00:00,"(37.793304275561, -122.401458998413)"
767078,BHUK Burger,Truck,10390000,PHELAN AVE: GENEVA AVE \ OCEAN AVE to JUDSON AVE (1 - 199),11 PHELAN AVE,3180001,3180,1,16MFF-0076,APPROVED,Pakistani Indian food: and salad: cold and hot drinks: Pakistani soft drinks: Sohan halva: Pakistani Indian desserts: and fruit dessert,5996539.936,2092561.48,37.72557699,-122.4541528,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0076&ExportPDF=1&Filename=16MFF-0076_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-8PM,3/18/2016 0:00:00,3/18/2016,0,3/15/2017 0:00:00,"(37.7255769923986, -122.454152837668)"
767028,Taza Halal Cart,Push Cart,8742202,MARKET ST: BATTERY ST to SUTTER ST (540 - 558) -- NORTH --,532 MARKET ST,290012,290,12,16MFF-0075,APPROVED,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.,6012582.228,2115893.453,37.79054832,-122.4003337,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0075&ExportPDF=1&Filename=16MFF-0075_schedule.pdf,Th/Fr/Sa:9AM-8PM,6/29/2016 0:00:00,3/18/2016,0,3/15/2017 0:00:00,"(37.7905483181832, -122.400333673679)"
766573,Rita's Catering,Truck,9100000,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1028 MISSION ST,3703033,3703,33,16MFF-0073,APPROVED,Filipino Food,6009812.085,2112361.07,37.78069438,-122.4096688,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0073&ExportPDF=1&Filename=16MFF-0073_schedule.pdf,Mo/We/Fr:7AM-3PM,3/16/2016 0:00:00,3/16/2016,0,3/15/2017 0:00:00,"(37.7806943774082, -122.409668813219)"
765946,JapaCurry,Truck,9092000,MISSION ST: 02ND ST to NEW MONTGOMERY ST (600 - 634),602 MISSION ST,3707013,3707,13,16MFF-0072,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6012606.129,2114955.147,37.78797328,-122.400185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0072&ExportPDF=1&Filename=16MFF-0072_schedule.pdf,We/Th:10AM-2PM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.787973283216, -122.400185049889)"
765945,JapaCurry,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,260004,260,4,16MFF-0072,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6012325.432,2116569.355,37.79238986,-122.4012697,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0072&ExportPDF=1&Filename=16MFF-0072_schedule.pdf,Mo/Tu/Fr:11AM-2PM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7923898619832, -122.401269695236)"
765944,JapaCurry,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,16MFF-0072,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0072&ExportPDF=1&Filename=16MFF-0072_schedule.pdf,Tu/We/Th:11AM-2PM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7891192076677, -122.395881039335)"
765941,San Pancho's Tacos,Truck,3670000,CAPITOL AVE: DE MONTFORT AVE to OCEAN AVE (1200 - 1299),1271 CAPITOL AVE,6935001,6935,1,16MFF-0071,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,5995019.526,2092127.388,37.72429778,-122.4593773,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0071&ExportPDF=1&Filename=16MFF-0071_schedule.pdf,Su:7AM-7PM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7242977785276, -122.459377309548)"
765940,San Pancho's Tacos,Truck,2178101,ALEMANY BLVD: SICKLES AVE to I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE (3101 - 3155) -- SOUTH --,3119 ALEMANY BLVD,7146002,7146,2,16MFF-0071,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,5996113.792,2086967.583,37.71019302,-122.4552219,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0071&ExportPDF=1&Filename=16MFF-0071_schedule.pdf,Sa-Su:7AM-8PM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7101930199757, -122.455221906126)"
765920,Yummy Hot Dogs,Push Cart,8749101,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,945 MARKET ST,3704240,3704,240,16MFF-0070,APPROVED,Hot dogs: pretzels: chips: juices and cold drinks,6010068.048,2113135.152,37.78283416,-122.4088379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0070&ExportPDF=1&Filename=16MFF-0070_schedule.pdf,Mo/We/Fr:10AM-7PM,6/1/2016 0:00:00,3/15/2016,0,3/15/2017 0:00:00,"(37.7828341636984, -122.408837940446)"
765919,Yummy Hot Dogs,Push Cart,8749201,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (950 - 998) -- NORTH --,954 MARKET ST,342001,342,1,16MFF-0070,APPROVED,Hot dogs: pretzels: chips: juices and cold drinks,6009859.555,2113263.691,37.78317542,-122.4095683,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0070&ExportPDF=1&Filename=16MFF-0070_schedule.pdf,Tu/Th/Sa:10AM-7PM,6/1/2016 0:00:00,3/15/2016,0,3/15/2017 0:00:00,"(37.7831754207336, -122.409568315547)"
765889,Munch A Bunch,Truck,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1850 MISSION ST,3547002,3547,2,16MFF-0069,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6006589.563,2107566.187,37.76734767,-122.4204766,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0069&ExportPDF=1&Filename=16MFF-0069_schedule.pdf,Sa-Su:8AM-4PM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7673476707041, -122.420476639081)"
765886,Munch A Bunch,Truck,24215000,BRYANT ST: ALAMEDA ST intersection,1525 BRYANT ST,3922A001A,3922A,001A,16MFF-0069,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6009575.985,2107645.792,37.76773409,-122.4101526,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0069&ExportPDF=1&Filename=16MFF-0069_schedule.pdf,Mo-Fr:10AM-11AM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7677340926708, -122.410152601942)"
765885,Munch A Bunch,Truck,5882000,FULTON ST: FRANKLIN ST to GOUGH ST (300 - 399),365 FULTON ST,0792 028,792,28,16MFF-0069,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6005956.8,2111638.505,37.7784936,-122.4229547,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0069&ExportPDF=1&Filename=16MFF-0069_schedule.pdf,Mo-Fr:10AM-11AM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7784935971852, -122.422954747396)"
765884,Munch A Bunch,Truck,8137000,LARKIN ST: FERN ST to BUSH ST (1127 - 1199),1144 LARKIN ST,279012,279,12,16MFF-0069,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6007372.707,2115263.802,37.78852758,-122.4183137,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0069&ExportPDF=1&Filename=16MFF-0069_schedule.pdf,Mo-Fr:10AM-11AM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7885275753132, -122.418313685721)"
765883,Munch A Bunch,Truck,546000,12TH ST: ISIS ST to BERNICE ST (332 - 365),333 12TH ST,3521022,3521,22,16MFF-0069,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6008484.985,2108791.319,37.77081823,-122.4140073,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0069&ExportPDF=1&Filename=16MFF-0069_schedule.pdf,Mo-Fr:9AM-10AM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7708182299993, -122.414007297597)"
765882,Munch A Bunch,Truck,373000,07TH ST: CLEVELAND ST to HARRISON ST (314 - 399),355 07TH ST,3754 018,3754,18,16MFF-0069,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6010570.267,2110774.843,37.77638143,-122.4069341,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0069&ExportPDF=1&Filename=16MFF-0069_schedule.pdf,Mo-Fr:8AM-9AM,3/15/2016 0:00:00,3/15/2016,1,3/15/2017 0:00:00,"(37.7763814259936, -122.406934051626)"
